,Unnamed: 0,Review Content,cleanedReviews,sentiment_scores,sentiment_category,is_bad_review,nb_chars,nb_words
4943,4943,"  The speakers have good sound and bass, but they cannot be placed separately in four corners. Doing so, distorts the sound. Otherwise, they sound really well. Using it with my TV. Bluetooth has good range. Purchased these in sale for 2000.

",good sound bass cannot place separately four corner distort sound otherwise sound really well use tv bluetooth good range purchase sale,0.379,positive,0,135,21
4944,4944,"  Bass is awesome,  but no bass control knob,so we have lower the volume , then the speaker wire is short u cannot hang the speakers , in four corners of the room, sound quality is nice!! Bluetooth range is just 5 mts from the device so it ll only suitable for small rooms , eg 10*10 ,12*12 rooms!!  Note: speaker wire pin has to be pushed hard into the output socket ,  other wise u may think , this pin not suits the socket!! So insert it little hard ,till it enters the socket!!

","bass awesome bass control knob,so low volume wire short cannot hang four corner room sound quality nice bluetooth range mt device suitable small room eg room note wire pin push hard output socket wise may think pin suit socket insert little hard till enters socket!!",0.136,positive,0,266,45
4945,4945,"  All positive reviews about the BASS are false. I'm keeping the product as it performs good enough for the price range. Bass is decent enough. My Onida TV has 10x better bass than these (Every glass in the room starts vibrating when i turn my TV bass ON)Bluetooth, USB are all fine. Just a bit disappointed with the bass. Better go for Philips 2.1 in the same price range

",positive review bass false i'm keep product performs good enough price range bass decent enough onida tv well bass every glass room start vibrate turn tv bass on)bluetooth usb fine bit disappointed bass well go philips price range,-0.03,negative,1,230,38
4946,4946,"  Fantastic product in this price good quality sound and high base .

",fantastic product price good quality sound high base,0.172,positive,0,52,8
4947,4947,"  Sexy speakers for 2k on offer. Only drawbacks are length of the connecting wires of speakers and absence of bass control. Or else this will be the best in this price range. Audio quality and bluetooth connectivity both are working superb!!!

",sexy offer drawback length connect wire absence bass control else best price range audio quality bluetooth connectivity work superb!!!,0.467,positive,0,134,19
4948,4948,"  Awesome sounds, if the sub woofer speaker were placed at the bottom, sounds could be more vivid since due to vertical placement of the speaker, the diaphragm is vibrating up and down to some extend where for good quality sound it is supposed to vibrated strictly in the horizontal lining. Since it is practically tough to achieve it is always better to place the speaker in the bottom so that gravity can also help the sound to be produced more vividly.

",awesome sound sub woofer place bottom sound could vivid since due vertical placement diaphragm vibrate extend good quality sound suppose vibrate strictly horizontal lining since practically tough achieve always well place bottom gravity also help sound produced vividly.,0.304,positive,0,270,38
4949,4949,"  THE Product brand win best multimedia speaker brand 2016 & Best speaker brand 2015Super product, 😘*Super sound quality.*Best bass.*Best Surrounding effect.*High quality sound*Good quality metrial*lowest price  totally super product ,I will give 5/5

",product brand win best multimedia brand best brand product 😘*super sound quality.*best bass.*best surround effect.*high quality sound*good quality metrial*lowest price totally super product give,0.707,positive,0,194,24
4950,4950,"  I purchase it 1799/- but sound is awesome, very clear and nice. you may connect with pendrive, cardreader,, bluetooth range super in my house I play and operate from top floor to 1st floor. I am really surprised its range near about 100 to 150 mtrs.. its fullfill my demand of sound on hd diveice or tv or hd movie sound, thanks, .....So don't worry, it s a best buy option, don't hesitate to purchase it not a single minute. Just wantch and buy.....best of luck..

",purchase sound awesome clear nice may connect pendrive cardreader bluetooth range super house play operate top floor floor really surprised range near mtrs fullfill demand sound hd diveice tv hd movie sound thanks worry best buy option hesitate purchase single minute wantch buy.....best luck..,0.389,positive,0,294,44
4951,4951,"  I did not expect this - I expected an average performer but this one exceeds all expectations. To put things into perspective, it matches my late 90's Sony system that was 90 watts RMS.The sound quality is quite nice given the drivers have not broken in yet and would take at least 100 to 150 hours of play to start playing like it really should. I'm impressed.

",expect expect average performer one exceed expectation put thing perspective match late sony system watts rms.the sound quality quite nice give driver break yet would take least hour play start play like really i'm impressed.,0.208,positive,0,225,35
4952,4952,"  It is an okay 4.1 system.Cons:-1. All speakers wires are of the same length. That means you have to place all the 4 speakers near the woofer. The wires length is approximately 2 feet.2. Bass is not that deep. But OK for the price.3. Remote has the equalizer button but it just does not work. I think they probably give a common remote with some of these kind of speakers and this specific model does not support the equalizer feature.4. The supplied remote does not have the batteries. You'll have to buy them.Pros:-1. It has all the required features i. e. Aux, buetooth, memory card, pen drive and FM.Also, the Aux cable can be found in the box.2. The FM and the bluetooth features work fine.3. The sound quality is acceptable. Total RMS is 60 W. Subwoofer is of 20 W and the satalite speakers are of 10 W each.4. Max volume goes upto 30 and the sound is decent for a 10×12 room.

",okay wire length mean place near woofer wire length approximately bass deep ok remote equalizer button work think probably give common remote kind specific model support equalizer supply remote battery buy required feature aux buetooth memory card pen drive fm.also aux cable find fm bluetooth feature work sound quality acceptable total rms subwoofer satalite max volume go upto sound decent room.,0.1,positive,0,398,61
4953,4953,"  I got at 2100 and this is the best speaker you can get it has so many freaking features youll get tired counting.Has a good wood frame on all speakers and woofer with a polished plastic looks great.I use bluetooth volume is a bit low but for me it works fine not too loud .I use it on tv and aux works fine.With tv volume is fine again not too loud.And finally this speaker has great bass.Only problem as i said volume is a little less louder.

",get best get many freak feature youll get tire counting.has good wood frame woofer polished plastic look great.i use bluetooth volume bit low work fine loud use tv aux work fine.with tv volume fine loud.and finally great bass.only problem say volume little less louder.,0.358,positive,0,269,44
4954,4954,"  I bought this speakers on 10-04-18 for Rs.2518. in this price segment it was ok in price and quality. Have pendrive and microsd slot. Not even i connect FM Still. Speakers Don't have any Nail slot to hang. You need to place it somewhere. Can't Hang in wall. Don't compare the product with Sony. It would be like BMW and Alto. Who need speakers for timepass musiq and not ready to spend more cost for Music System u can choose it.

",buy price segment ok price quality pendrive microsd slot even connect fm still speakers nail slot hang need place somewhere can't hang wall compare product sony would like bmw alto need timepass musiq ready spend cost music system choose it.,0.35,positive,0,241,40
4955,4955,"  Excellent speakerPros:Good soundGood bassBuild quality is goodLED lights in the speaker is awesomeBT range is goodCons:Short cable for speakersNo Aux cableRemote doesnt come with a battery

",excellent speakerpros:good soundgood bassbuild quality goodled light awesomebt range goodcons:short cable speakersno aux cableremote doesnt come battery,0.7,positive,0,152,17
4956,4956,"  For a price under 2k, these speakers are pretty decent.Pros:1. Decent looking2. Good quality sound3. Plenty of features like bluetooth aux fm pendrive sd card slot.Cons:1. No, option to manually set a FM channel, you have to press scan and wait for it to automatically tune which is a lengthy process, and it ends up setting 30-35 channels while their are only 8 channels the rest are the frequencies in between.I rated it 4 out of 5 as I received a damaged remote (It has a big crack on the back, though its still working)

",price pretty decent good quality plenty feature like bluetooth aux fm pendrive sd card option manually set fm channel press scan wait automatically tune lengthy process end set channel channel rest frequency between.i rat receive damaged remote big crack back though still working),0.169,positive,0,281,43
4957,4957,"  Very good product.. The only thing is there is no control on bass!! Except that everything is excellent.. happy with the product.EDIT:Purchased this awesome piece 8 months before. Now 2 speakers stopped working. Have to search for service centre.!!!

",good product thing control bass except everything excellent happy product.edit:purchased awesome piece month stop work search service centre.!!!,0.67,positive,0,144,18
4958,4958,"  Very.... Good superb bass volume is also good thanks zebronics and and very cheap price sound also good in full volume

",good superb bass volume also good thanks zebronics cheap price sound also good full volume,0.478,positive,0,90,15
4959,4959,"  Good and clear sound without noise and distortion even at full volume. Woofer sound is also pleasing. Good finish. Good buy at the price offered at Amazon. Works with Blue tooth, computer, Pendrive, SD/MMC card,  CD player, FM Radio ,volume enough for a 15x30 ft hall.

",good clear sound without noise distortion even full volume woofer sound also please good finish good buy price offer work blue tooth computer pendrive sd/mmc card cd player fm radio volume enough ft hall.,0.372,positive,0,204,34
4960,4960,"  The product is good and bluetooth functions well but the sound is very less and there is no bass and treble control,so you cant increase the bass and treble...Though I have got it yesterday, so its too quick for me to give a complete review.But the sound is not up to the mark as I thought and is very low compared to the same ranges intex or other music system

","product good bluetooth function well sound less bass treble control,so cant increase bass treble...though get yesterday quick give complete review.but sound mark think low compare range intex music system",0.163,positive,0,204,29
4961,4961,"  Cheap quality of the product. I didnt expect that. Subwoofer gave burning smell and right channel speakers weren't working at all.. Really shocked by the QC of this product. Never buying again!

",cheap quality product didnt expect subwoofer give burn smell right channel work really shock qc product never buy again!,0.312,positive,0,120,19
4962,4962,"  There is a noise coming from the speaker all the time. And the more time the speaker is turned on the noise is increased. It makes it very unpleasant. Unfortunately this started after three weeks. And my return window was closed by that time. So I am not able to return nor able to exchange. That noise causes headache too.

",noise come time time turn noise increased make unpleasant unfortunately start three week return window close time able return able exchange noise cause headache too.,-0.037,negative,1,165,25
4963,4963,"  Lenth of the wires is too small. Boss is not upto the mark and there is no individual sound control for each speaker

",lenth wire small bos upto mark individual sound control,0.05,positive,0,55,9
4964,4964,"  Ordered on 23rd Aug. Delivered on 27th Aug. Very happy to receive it so fast to a very remote location... the best product for this price... if u want all features at reasonable cost then go for it...

",order aug deliver aug happy receive fast remote location best product price want feature reasonable cost go it...,0.42,positive,0,113,18
4965,4965,"  Best priceGood quality.Best woofer..Very nice.Sound effects goodReally very happy..

",best pricegood quality.best woofer..very nice.sound effect goodreally happy..,0.9,positive,0,77,8
4966,4966,"  i liked the product. but th reason i didnt give 5 star is it has no bass control. also the maximum sound output is less than i expected. but having this bluetooth device at this rate, its the best. go for it.

",liked product th reason didnt give star bass control also maximum sound output less expect bluetooth device rate best go it.,0.337,positive,0,124,21
4967,4967,"  Pleasant sound from small speakers.Base is good and you need to adjust the equalizer in your phone if you're connecting via (BT)Bluetooth.FM working.Works great in a 10/10 small room or hall.Pendrive working.Card reader working.Not much effect via AUX cableOverall good product under 3k and works great in a small room or hall.

",pleasant sound small speakers.base good need adjust equalizer phone connect via bt)bluetooth.fm working.works great small room hall.pendrive working.card reader working.not much effect via aux cableoverall good product work great small room hall.,0.358,positive,0,246,32
4968,4968,"  Speakers are good. nothing can be better in that price range.Bluetooth is working perfectly when connected to my mobile.I am using it with tv. And it is Good and clear.Volume level is low just cover single room. So good for personal use. but has a good clarity. In that price range it is the best speaker.Amazon service was also good. I got it on the same day of booking. That was a surprise for me.

",good nothing well price range.bluetooth work perfectly connect mobile.i use tv good clear.volume level low cover single room good personal use good clarity price range best speaker.amazon service also good get day book surprise me.,0.543,positive,0,231,35
4969,4969,"  Guys it is really awesome and the sound quality is very nice

",guy really awesome sound quality nice,0.667,positive,0,37,6
4970,4970,"  This is a very good speaker at this prize range.But think before you buy... I received a damaged product and replaced it and got this one...

",good prize range.but think buy receive damaged product replace get one...,0.7,positive,0,73,11
4971,4971,"  Awesome speakers. Bought in 1999 Rs. Totally worth it. Best bass in this range. I tried 5.1 set of same company in 2290, but bass was not up to the mark. So I returned that one. Highly recommended.Although remote of the speaker was broken.  Still it was in working condition.

",awesome buy totally worth best bass range try set company bass mark return one highly recommended.although remote break still work condition.,0.294,positive,0,141,21
4972,4972,"  Sound Quality is good for this price range. worth buying.Pros: lowest price better quality for the area of 700 to 800 sq. ft.Bluetooth mode works well which comes very handy connecting phone.Cons: Remote is utterly useless. Every time you press any button it gets struck inside. And it does not work most of the time.But since I connect through Bluetooth or ipod it is only time press so I do not mind using the speaker buttons itself.

",sound quality good price range worth buying.pros low price well quality area sq ft.bluetooth mode work well come handy connect phone.cons remote utterly useless every time press button get struck inside work time.but since connect bluetooth ipod time press mind use button itself.,0.2,positive,0,280,43
4973,4973,"  It's the worst experience. Amp is not working at all from day 1. This is just a show piece. Really this is very pathetic quality product. Sending it back is now double work.  One star is also waste for this. Finally got it repaired for 500 Rs. Transformer was of low quality which didn't work at all.

",bad experience amp work day show piece really pathetic quality product send back double work one star also waste finally get repair transformer low quality work all.,-0.271,negative,1,165,27
4974,4974,"  Every Products sold by cloudtail retailer are truly authentic, fast and safe delivery.Amazon has become my shopping stop are very responsive.recently I bought this set of zebronics believe me it's awesome clarity and mindblowing bass at this price range. Extraordinary Bluetooth's range response work from other room also.nice display and lighting.It's at par with my expectations.

",every product sell cloudtail retailer truly authentic fast safe delivery.amazon become shopping stop responsive.recently buy set zebronics believe awesome clarity mindblowing bass price range extraordinary bluetooth's range response work room also.nice display lighting.it's par expectations.,0.397,positive,0,292,35
4975,4975,"  1. Very Fast Shipping. Received the item in just one day at Bengaluru2. Packing and Shipping is good everything was intact3. The Product finish quality is excellent considering the Price of under 2K4. Quality of Sound also pretty good again keeping in mind the price5. Bluetooth connectivity was very easyThe only thing I found missing was the remote did not have a battery and had to rush to the local shop to get it. But then this is no big deal.Overall worth every pai you paid for

",fast ship receive item one day pack ship good everything product finish quality excellent consider price quality sound also pretty good keep mind bluetooth connectivity easythe thing find miss remote battery rush local shop get big deal.overall worth every pai pay for,0.345,positive,0,268,42
4976,4976,"  One of the best choice of speaker i have made!Using this product since last 1 year amazing quality sound is great in terms of bass , treble & overall sound quality is excellent. I've purchased this for home use like for tv & computer it have all the features which you need. & In this Price segment it is the best choice! It coat me around 2.2k but you will get it around 2k as of now on lighting deal just wait for it.

",one best choice made!using product since last year amaze quality sound great term bass treble overall sound quality excellent i've purchase home use like tv computer feature need price segment best choice coat around get around light deal wait it.,0.485,positive,0,247,40
4977,4977,"  The product is truly osam.  Tried playing videos with Dolby sound on YouTube and I was amazed to hear what I didn't expect,  there is no distortion  at all whatever music or sound you play.  You can  try any music on it,  my hall is around 300 sq ft,  no disappointment , rather even u can't hear what other says if the volume is full. The blue tooth connectivity is good ..... The look is good....  But I don't expect more from a 2000 rs product..... Buy it you would not be dissapointed....... Enjoy

",product truly osam tried playing video dolby sound youtube amaze hear expect distortion whatever music sound play try music hall around sq ft disappointment rather even can't hear say volume full blue tooth connectivity good look good expect product buy would dissapointed enjoy,0.294,positive,0,278,43
4978,4978,"  It is a product worth buying !Once i opened the package , i was truly happy looking at all the accessories they gave me with it .Just connect via bluetooth or Aux or Even Pendrives!!!Everything works just fine..Audio quality is Awesome....

",product worth buying open package truly happy look accessory give connect via bluetooth aux even pendrives!!!everything work fine..audio quality awesome....,0.525,positive,0,156,20
4979,4979,"  Giving it  3 stars, delivery was late by amazon this timeSpeakers are good and loud, though the bass is not as much as expected, but still its enough for 1 room, Bluetooth works fine and connectivity is not more than 20 feet as observed,The bass woofer creates some distinct kind of noice, which is not in the song played..The biggest issue i found out is that the speakers doesnt have bass control knob, it has only one knob for volume control, and second issue i saw here is that the EQ mode doesnt work on bluetooth and AUX mode...But still it is good at the budget of 2k.I still advice you to go for philips or sony if you can increase your budget to 4k...

","give star delivery late timespeakers good loud though bass much expect still enough room bluetooth work fine connectivity foot observed,the bass woofer create distinct kind noice song played..the big issue find doesnt bass control knob one knob volume control second issue saw eq mode doesnt work bluetooth aux mode...but still good budget still advice go philip sony increase budget",0.162,positive,0,383,59
4980,4980,"   Superbly Bess awesome really enjoyed music I'm buying this product date 27 Feb. I'm received March 1...  Express delivered.. I'm so happy good products by amazon.. I love it Amazon staff.. Thanks for amazon.. And good good best best best best product my second product

",superbly bess awesome really enjoyed music i'm buy product date feb i'm receive march express deliver i'm happy good product love staff thanks good good best best best best product second product,0.721,positive,0,195,32
4981,4981,"  Speakers have very good sound equiling system and preety loud voice.Bt range is also very very good.Guys Buy it without any question.

",good sound equiling system preety loud voice.bt range also good.guys buy without question.,0.4,positive,0,90,13
4982,4982,"  The sound is very good and the bass is good in low budget Bluetooth range is good this is best hometheatre for you ,Thank you zebronics

",sound good bass good low budget bluetooth range good best hometheatre thank zebronics,0.479,positive,0,85,13
4983,4983,"  Extremely happy with this Speaker as good as expected

",extremely happy good expected,0.467,positive,0,29,4
4984,4984,"  I bought it 6 months ago. Overall, its a good system however, there are a few issues. One, like some earlier reviews said, bass is really not good in this. Two, sometimes when I'm trying to control the input (fm/aux/BT) the volume instead, increases and decreases, from the remote. So the remote control is not helpful at these times. Three, every time you switch the system on, after switching off, the volume starts from the highest so it starts blasting music.

",bought month ago overall good system however issue one like early review say bass really good two sometimes i'm try control input fm/aux/bt volume instead increase decrease remote remote control helpful time three every time switch system switch volume start high start blast music.,0.164,positive,0,282,44
4985,4985,"  Good timing delivery.Small damage in the main unit, due to poor packing.* Good sound for a 15*15 room. Bass & treble is tuned fine, don't get a negative thought for missing  bass control knob.* Bluetooth / sd card / USB / aux connectivity works fine. FM connectivity is slightly poor.* Remote works fine. Equalizer works only for Sd card / USB only. But it is not a problem can adjust the sound in mobile music player when connected to Bluetooth.* Wire lengths are small , both power & speakers.##  For the price it will satisfy the buyers.A star less for damage in the main unit, see the attached photo.

",good timing delivery.small damage main unit due poor pack good sound room bass treble tune fine get negative thought miss bass control knob bluetooth sd card usb aux connectivity work fine fm connectivity slightly poor remote work fine equalizer work sd card usb problem adjust sound mobile music player connect bluetooth wire lengths small power price satisfy buyers.a star less damage main unit see attach photo.,0.097,positive,0,414,66
4986,4986,"  Drawbacks - Remote, 2.1 channel.Pros - Easy to setupGood Bass and Treble (Balanced sound quality)Bluetooth is Good.Radio is nice but remote sucks.overall 4 out of 5.Good one.

",drawback remote channel.pros easy setupgood bass treble balance sound quality)bluetooth good.radio nice remote sucks.overall one.,0.181,positive,0,129,15
4987,4987,"  Worth for my 2000rs...Bluetooth connected easily...FM super...connected with laptop, my pc, and also my TV...no problem at all

",worth connect easily...fm super...connected laptop pc also tv...no problem all,0.3,positive,0,78,10
4988,4988,"  Very Nice product..Nice sound quality, Nice look..perfect for home..go for this if you don't need very high bass.Only con is ..button or facility to change bass and trouble is missing.

",nice product..nice sound quality nice look..perfect home..go need high bass.only con button facility change bass trouble missing.,0.173,positive,0,129,17
4989,4989,"  Awesome music system....Cons1.  no easy provision for placing speakers around the room (length of wires very short)....2.It actually has only 2 channels ie 2 speakers for left and 2 speakers for right.Pros.Other than what I have mentioned above everything is perfect.1 great sound quality with superb bass.2 good remote and Bluetooth sensitivity3 it has 4 10w speakers which gives louder sound than many 5.1 systems.4 I got it for 2.6 K @ this price I feel wonderful5 quality of sound is comparable with f&d

",awesome music easy provision place around room length wire actually channel ie leave right.pros.other mention everything great sound quality superb good remote bluetooth give loud sound many get price feel quality sound comparable f&d,0.469,positive,0,234,34
4990,4990,"  Very Good Speaker !Very Very HAPPY to buy this Zebronics Bluetooth Speaker at great price in Amazon Deal.I am very happy to Use  the Zebronics Bluetooth Speaker !I have no idea about the warranty of the product and that is one thing Amazon has to inform the customers at the time of purchase.

",good happy buy zebronics bluetooth great price deal.i happy use zebronics bluetooth idea warranty product one thing inform customer time purchase.,0.775,positive,0,146,21
4991,4991,"  It is an average product even though I wan't expecting much from it anyways at this price. Out of the box, the biggest annoyance is the extremely short wires for the satellite speakers. And every time you turn it off, the volume that you've set with the remote resets to max. There's no fabric or net covering for the diaphragms, so  you'll have to ensure that they're kept clean. There's no equalizer of any sort - the remote is just for volume, changing input source, and On/Standby.And like other users warned, after just a few weeks of use, the woofer has started hissing and popping even when it is on standby. As long as it gets electricity, it happens, and it rapidly becomes annoying. I can't return mine because I've already cut and spliced longer speaker wires.On the plus side, it is decently loud for a small apartment and even gives some sort of a surround sound vibe. I haven't used any other input methods other than PC, but others should appreciate the Bluetooth and USB/SD Card inputs

",average product even though wan't expect much anyways price box big annoyance extremely short wire satellite every time turn volume set remote reset max there's fabric net cover diaphragms ensure they're kept clean there's equalizer sort remote volume change input source on/standby.and like user warn week use woofer start hiss pop even standby long get electricity happen rapidly becomes annoy can't return mine i've already cut splice longer wires.on plus side decently loud small apartment even give sort surround sound vibe use input method pc others appreciate bluetooth usb/sd card inputs,0.035,positive,0,595,91
4992,4992,"  Speaker sounds good worth for the money. But which one i have received blue tooth connectivity problem. So return request submitted. Returned and replacement got. Now Bluetooth is workinv well..!

",sound good worth money one receive blue tooth connectivity problem return request submit return replacement get bluetooth workinv well..!,0.35,positive,0,137,19
4993,4993,"  These are only wired speakers. Can't fina any bluetooth connectivity!

",wired can't fina bluetooth connectivity!,0.0,neutral,0,40,5
4994,4994,"  Those people who are rating this product comparing with Philips, Sony or other renowned brand, they are actually fool!If you see this one as a Zebronic Product and if you compare it with its features and price then it is just awesome..It's great bass, loud, 4 speakers, looks,woofer,bluetooth function,aux cable,remote,fm,usb,meromy card adapter, even very interesting led lights are available in just around 2k.. really which was unbelievable for.. but now I'm using it with a great experience!So if You are finding many functions and good quality product in cheaper rate.. then just blindly go for it..

","people rating product compare philip sony renowned brand actually fool!if see one zebronic product compare feature price awesome..it's great bass loud looks,woofer,bluetooth function,aux cable,remote,fm,usb,meromy card adapter even interest lead light available around really unbelievable i'm use great experience!so find many function good quality product cheap rate blindly go it..",0.267,positive,0,383,49
4995,4995,"  Delivery is in time.Cost of the product is ReasonableBest Product.Sound system is SuperBluetooth connection excellentFM connection  very simple.Beautiful Style and Modal.Excellent Excellent.

",delivery time.cost product reasonablebest product.sound system superbluetooth connection excellentfm connection simple.beautiful style modal.excellent excellent.,1.0,positive,0,161,14
4996,4996,"  Update:Stopped working suddenly without any reason. It has been not even a year.This has been one of my best purchases on Amazon. I am just in love with this product. Now, don't get me wrong, it might not compete with the likes of Sony in terms of sound quality, but for the money that you pay, you get a very balanced sound output. The bass is not great but decent, not overpowering. The overall sound signature is decent and it is great for normal day-to-day usage. If you are want something which is value for money, this is the one for you. I have been using it for over 5 months and it has never left me unimpressed.Now, the best part of it - the Bluetooth connectivity. I have used Philips Bluetooth speakers before and it was a pain connecting it as the connectivity always kept losing. With this product, the range is extremely good. I have never faced any lag or connectivity issue even a single time yet. Not only this, even if you are out of the line of sight, it works without any issue until you are within 15m range. I have played songs while being inside my bathroom ;) in my room and the speaker being in the hall of a one bhk flat and it worked flawlessly every single time.Amazon delivery was also great and the product was delivered in a good condition.Conclusion - If you want a good wireless speaker with a balanced sound output on a tight budget, go for it. It has all the basics correct, Bluetooth connectivity being an important one.

",update:stopped work suddenly without reason even year.this one best purchase love product get wrong might compete like sony term sound quality money pay get balance sound output bass great decent overpower overall sound signature decent great normal day-to-day usage want something value money one use month never leave unimpressed.now best part bluetooth connectivity use philip bluetooth pain connect connectivity always keep lose product range extremely good never face lag connectivity issue even single time yet even line sight work without issue within range play song inside bathroom room hall one bhk flat work flawlessly every single time.amazon delivery also great product deliver good condition.conclusion want good wireless balance sound output tight budget go basic correct bluetooth connectivity important one.,0.351,positive,0,824,119
4997,4997,"  Review after 5 months optimum usage.Speakers humming continuously. And sometime FM Channels not found.Nice sound in this price range.But some issues are facing by me1. FM channels are not saved.2. I have connected settop box to Smart TV and aux cable plugged in Smart TV's 3.5 mm jack but when I am watching from Set Top Box sound not coming. Only humming comes. and when I played from USB of Smart TV only two speakers sounds are coming.3. No instruction manual comes with package. How would I know for correct setup of speakers.4. Aux Cable and speakers Cable length are very short. If you are unable to given lengthy cable why you are not make a provision for jack system so that customer extend the cable as per requirement. Otherwise we have to cut the Pin and joint the wire and make the whole system as JUGAD. At least cable of two speakers should be 15-20 feet so that we can arrange the system as Left/Right Front and Left/Right Rear.5. No hanging or wall mounting option is given in speakers.6. No Power on off button given in Remote. Every time when I start huge humming sound coming.All above are not a big things or we want some more in this price but I think its quite good some manageable options.Pl guide / solve the above problems.

",review month optimum usage.speakers hum continuously sometime fm channel found.nice sound price range.but issue face fm channel connect settop box smart tv aux cable plug smart tv's mm jack watch set top box sound come hum come play usb smart tv two sound instruction manual come package would know correct setup aux cable cable length short unable give lengthy cable make provision jack system customer extend cable per requirement otherwise cut pin joint wire make whole system jugad least cable two foot arrange system left/right front left/right hang wall mounting option give power button give remote every time start huge hum sound coming.all big thing want price think quite good manageable options.pl guide solve problems.,0.226,positive,0,730,115
4998,4998,"  Nice packing .. design is good . Sound is pure and without any disturbance . Bluetooth connectivity is impressive. Bass is as gud as compared to these range speakers . Worth buy . Suitable to medium room . Only a bit of negative thing is ...Bass controller absent.  With low volume , u can't expect bass as high and audible. High bass comes with high volume.Otherwise it's gud to have such budget friendly speakers.

",nice pack design good sound pure without disturbance bluetooth connectivity impressive bass gud compare range worth buy suitable medium room bit negative thing bass controller absent low volume can't expect bass high audible high bass come high volume.otherwise gud budget friendly speakers.,0.219,positive,0,291,42
4999,4999,"  I got it in 2000/- so nice in price band... Material used is good... Nice finishing .... Sound quality Little worst.... But in this price range it's OK.... After some times woofer effect goes down .. sound clearance 3.5 star..... If you look for pure sound effects In all way .... Get ready to spend more than 6000 in Philips

",get nice price band material use good nice finish sound quality little bad price range ok time woofer effect go sound clearance star look pure sound effect way get ready spend philips,0.284,positive,0,183,32
5000,5000,"  This product is good.. but the reason I gave only one star is that.the day I received it..the main woofer was non functional. The packing was fine but speakers were damaged from inside. I have asked for a replacement and my request is under process but I suggest buyers to go for Phillips or F&D which are more reliable

",product good reason give one star that.the day receive it..the main woofer non functional packing fine damage inside ask replacement request process suggest buyer go phillips f&d reliable,0.428,positive,0,187,28
5001,5001,"  Initial impression :The speaker is stylish and has good features. I connected it with my LED tv and it works good as my tv has equalizer function as this speaker has no bass knob.Overall the sound output and bass is good for its price(I got it for ₹2000)

",initial impression stylish good feature connect led tv work good tv equalizer function bass knob.overall sound output bass good price(i get,0.338,positive,0,139,21
5002,5002,"  After using a month now i can give my full opinion,First of all the quality of the sound is good and at that price its worth.The bluetooth feature is amazing but maximum range is 8metres.There is no bass control but the bass is good at optimal volume as we all use some sort of equalizer so it can be adjusted that way.Overall if you are planning to buy it i'm sure it will be worth.

","use month give full opinion,first quality sound good price worth.the bluetooth feature amaze maximum range bass control bass good optimal volume use sort equalizer adjust way.overall plan buy i'm sure worth.",0.331,positive,0,207,31
5003,5003,"  Mind blowing! Very satisfied with this price range we can't get these features in any other sound system. Wonderful purchase! ☆☆☆☆☆Thanks Amazon....

",mind blow satisfied price range can't get feature sound system wonderful purchase ☆☆☆☆☆thanks amazon....,0.633,positive,0,104,14
5004,5004,"  I have  recieved a good product everything working fine but packing is not good and safe...*Bluetooth,SD card,usb everything working fine...good product from Amazon...they delivered within two days....I bought it for  deal RS.1700...try to pay via Amazon pay they are giving me RS.300 cashback ...

","recieved good product everything work fine pack good safe...*bluetooth,sd card,usb everything work fine...good product amazon...they deliver within two days....i buy deal pay via pay give cashback",0.606,positive,0,196,26
5005,5005,"  Everything okay in this home theater. But I expected many things from this. There's small small disadvantages1. can't reduce the bass levels there is no bass adjustable2. Can't hangout in wall there is no wall mount holes in speakers3. Speakers wires r not lengthy it's just 1.5meter wires.

",everything okay home theater expect many thing there's small small can't reduce bass level bass can't hangout wall wall mount hole wire lengthy wires.,0.033,positive,0,150,24
5006,5006,"  It was beyond my expectations.for this price I couldn't find any product in the market. Bass is good nd all the aspect.I would personally recommend this product.the only thing I feel bad is that wire length to the speaker are little short .for that I took one star except that everything is perfect

",beyond expectations.for price find product market bass good nd aspect.i would personally recommend product.the thing feel bad wire length little short take one star except everything perfect,0.095,positive,0,190,27
5007,5007,"  It's a good piece with satisfactory bass and sound. All is good. What's lacking are two things what I feel.... surround sound and mesh in front speakers. It has four satellite speakers but I don't feel the surrounding sound. And without mesh, dust is always ready to seep in.  Otherwise a good buy for that price.

",good piece satisfactory bass sound good what's lack two thing feel surround sound mesh front four satellite feel surround sound without mesh dust always ready seep otherwise good buy price.,0.419,positive,0,189,30
5008,5008,"  Delivered product difective..didn't turn on anyway..lets see what about the replaced product..It will reach me within three days they say...

",deliver product difective..didn't turn anyway..lets see replaced product..it reach within three day say...,0.0,neutral,0,106,13
5009,5009,"  Better product.  Rank 4 is given because of good sound quality.  Actually I should have given 3 because1)  No Bass and Treble controls for LED / TV / PC  inputs.2)  Length of wires is too short3)  Blinking LED ( Multicolour ) lights looks cheap its not required.4) Woofer should have been front firing for more better results.Just I noticed a better sound  amplification and given rank 4

",good product rank give good sound quality actually give bass treble control lead tv pc length wire blink lead multicolour light look cheap woofer front fire good results.just notice well sound amplification give rank,0.177,positive,0,216,34
5010,5010,"  Cool Product at this range...Product was good but found little damaged from a corner but nothing to worry.Delivery was on time but delivery guys generally asking to come out from my working place.Package was weighted | big and should deliver at doorstep .Thank you for good deal.

",cool product range...product good find little damaged corner nothing worry.delivery time delivery guy generally ask come working place.package weight big deliver doorstep thank good deal.,0.269,positive,0,187,25
